language	done	key_droid	key_apple	base_value	lang_value	base_note	lang_note
Persian_fa	yes	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	تمامِ درآمدِ حاصل از کتاب‌ها، دی‌وی‌دی‌ها، و سخنرانی‌های ایشان به امورِ خیریه اهدا می‌شوند.		
Persian_fa	yes	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	وبسایتِ NutritionFacts.org یک خدمتِ عمومیِ غیرتجاری، غیرانتفاعی و مبتنی‌بر علم است که از طرفِ دکتر گرِگِر ارائه شده و هرروزه ویدئو‌های کوتاهِ رایگانی دربارۀ جدیدترین تحقیقاتِ انجام‌شده در حوزۀ تغذیه منتشر می‌کند. ایشان نزدیک به دو هزار ویدئو در رابطه با تمامِ جنبه‌های تغذیۀ سالم دارد، همراه با ویدئوها و مقالات تازه‌ای که هر روز بر روی وبسایت آپلود می‌شوند. همانندِ این اپ، هرآنچه که در وبسایت ارائه‌شده نیز رایگان و خالی از تبلیغات است.		
Polish_pl	no		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	Podczas lat badań potrzebnych do stworzenia ponad tysiąca, popartych dowodami, nagrań wideo na swoją stronę NutritionFacts.org, Michael Greger (lekarz, współzałożyciel i członek honorowy American College of Lifestyle Medicine) opracował listę tego, co uważa za najważniejsze produkty spożywcze, które należy uwzględnić w zdrowej codziennej diecie.		
Polish_pl	no		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Cały dochód ze sprzedaży jego książek, płyt DVD i wystąpień jest przekazywany na cele charytatywne.		
Polish_pl	no		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org to niekomercyjna, non-profit usługa publiczna, oparta na nauce i świadczona przez dr. Gregera. Zapewnia codzienne bezpłatne aktualizacje na temat najnowszych badań żywieniowych w formie krótkich filmów. Dr Greger ma prawie tysiąc nagrań na temat każdego aspektu zdrowego odżywiania, a każdego dnia przesyłane są nowe filmy i artykuły.		
Polish_pl	no	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Codzienny Tuzin doktora Gregera To twoje zwyczaje decydują o twoim zdrowiu. Pobierz już dziś!		The “regular routine” is a bit of a tautology here and it doesn't feel right to me, neither does the “long-term health” when translated to Polish word by word. I changed it slightly in such a way that it sounds more natural now in Polish, preserving the message/meaning - it is “It's your habits that determine your health.”.
Polish_pl	no	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Cały dochód ze sprzedaży jego książek, płyt DVD i wystąpień jest przekazywany na cele charytatywne.		In some cases “dr” is going to appear here with a “.” (dot) and in some other not - it is a subject of Polish orthography rules. It all depends on the grammatical case (there are 7 in Polish).
Polish_pl	no	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org to niekomercyjna, non-profit usługa publiczna, oparta na nauce i świadczona przez dr. Gregera. Zapewnia codzienne bezpłatne aktualizacje na temat najnowszych badań żywieniowych w formie krótkich filmów. Dr Greger ma prawie tysiąc nagrań na temat każdego aspektu zdrowego odżywiania, a każdego dnia przesyłane są nowe filmy i artykuły. Podobnie jak w przypadku tej aplikacji, wszystko na stronie jest wolne od reklam i bezpłatne.		In some cases “dr” is going to appear here with a “.” (dot) and in some other not - it is a subject of Polish orthography rules. It all depends on the grammatical case (there are 7 in Polish).
Portuguese_pt-rBR	yes		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	Nos anos de pesquisa necessários para criar os mais de 2 mil vídeos baseados em evidências do seu site NutritionFacts.org, o Dr. Michael Greger chegou a uma lista dos alimentos que considera os mais importantes a serem incluídos diariamente em uma alimentação saudável.		
Portuguese_pt-rBR	yes		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Todos os rendimentos dos seus livros, DVDs e palestras são doados para instituições de caridade.		
Portuguese_pt-rBR	yes		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	O NutritionFacts.org é um serviço público não comercial, sem fins lucrativos e de base científica, fornecido pelo Dr. Greger, que fornece atualizações diárias gratuitas sobre as últimas novidades em pesquisa de nutrição por meio de pequenos vídeos. Ele tem mais de 2 mil vídeos sobre todos os aspectos de uma alimentação saudável, com novos vídeos e artigos disponibilizados todos os dias.		
Portuguese_pt-rBR	yes	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Dúzia Diária do Dr. Greger - É a sua rotina diária que determina a sua saúde a longo prazo. Baixe hoje!		
Portuguese_pt-rBR	yes	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Todos os rendimentos de seus livros, DVDs e palestras são doados para instituições de caridade.		
Portuguese_pt-rBR	yes	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	O NutritionFacts.org é um serviço público não comercial, sem fins lucrativos e de base científica, fornecido pelo Dr. Greger, que fornece atualizações diárias gratuitas sobre as últimas novidades em pesquisa de nutrição por meio de pequenos vídeos. Ele tem mais de 2 mil vídeos sobre todos os aspectos de uma alimentação saudável, com novos vídeos e artigos disponibilizados todos os dias. Assim como este aplicativo, tudo no site é livre de propaganda e gratuito.		
Portuguese_pt-rPT	yes		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	Nos anos de pesquisa necessários para criar os mais de 2 mil vídeos baseados em evidências do seu site NutritionFacts.org, o Dr. Michael Greger chegou a uma lista dos alimentos que considera os mais importantes para incluir diariamente numa alimentação saudável.		
Portuguese_pt-rPT	yes		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Todos os rendimentos dos seus livros, DVDs e palestras são doados para instituições de caridade.		
Portuguese_pt-rPT	yes		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	O NutritionFacts.org é um serviço público não comercial, sem fins lucrativos e de base científica, fornecido pelo Dr. Greger, que fornece atualizações diárias gratuitas sobre as últimas novidades em pesquisa de nutrição por meio de pequenos vídeos. Ele tem mais de 2 mil vídeos sobre todos os aspectos de uma alimentação saudável, com novos vídeos e artigos disponibilizados todos os dias.		
Portuguese_pt-rPT	yes	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Dúzia Diária do Dr. Greger - É a sua rotina diária que determina a sua saúde a longo prazo. Faça o download hoje!		
Portuguese_pt-rPT	yes	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Todos os rendimentos dos seus livros, DVDs e palestras são doados a instituições de caridade.		
Portuguese_pt-rPT	yes	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	O NutritionFacts.org é um serviço público não comercial, sem fins lucrativos e de base científica, fornecido pelo Dr. Greger, que fornece atualizações diárias gratuitas sobre as últimas novidades em pesquisa de nutrição por meio de pequenos vídeos. Ele tem mais de 2 mil vídeos sobre todos os aspectos de uma alimentação saudável, com novos vídeos e artigos disponibilizados todos os dias. Assim como esta app, tudo no site é livre de publicidade e gratuito.		
Romanian_ro	no		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	În anii de cercetare necesari pentru a crea cele peste o mie de videoclipuri bazate pe dovezi de pe site-ul său NutritionFacts.org, Dr. Michael Greger a ajuns la o listă cu ceea ce el consideră a fi cele mai importante alimente ce trebuiesc incluse într-o dietă zilnică sănătoasă.		There is no correspondent in Romanian for FACLM, however for MD there is the abbreviation Dr. (from Doctor) and it is used before the name. So we either just use the existent one, or we add both but in English - so we leave M.D., FACLM. Or we translate FACLM abbreviation which in Romanian would be ACAMSV. We would need Dr. Greger's approval to use any of these versions.
Romanian_ro	no		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Toate veniturile din cărțile, DVD-urile și discursurile sale sunt donate unor organizații de caritate.		
Romanian_ro	no		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org este un serviciu public necomercial, non-profit, bazat pe știință, furnizat de Dr. Greger, ce oferă zilnic, gratuit, scurte materiale video cu noutăți despre cele mai recente cercetări în domeniul nutriției. Platforma conține aproape o mie de videoclipuri despre fiecare aspect al alimentației sănătoase, noi videoclipuri și articole fiind publicate zilnic.		
Romanian_ro	no	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	12 Alimente Zilnice ale Dr. Greger este rutina ta zilnică ce îți determină sănătatea pe termen lung. Descarcă acum!		The name of the application it better to remain the same for any language.
Romanian_ro	no	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Toate veniturile din cărțile, DVD-urile și discursurile sale sunt donate unor organizații de caritate.		
Romanian_ro	no	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org este un serviciu public necomercial, non-profit, bazat pe știință, furnizat de Dr. Greger, ce oferă zilnic, gratuit, scurte materiale video cu noutăți despre cele mai recente cercetări în domeniul nutriției. Platforma conține aproape o mie de videoclipuri despre fiecare aspect al alimentației sănătoase, noi videoclipuri și articole fiind publicate zilnic. La fel ca aplicația, conținutul de pe site este 100% gratuit și fără reclame.		
Russian_ru	yes		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	За годы исследований, потребовавшихся для создания более двух тысяч научно обоснованных видеороликов на сайте NutritionFacts.org, Майкл Грегер, доктор медицины, действительный член Американского общества врачей-специалистов по лечебной физкультуре, составил список продуктов, которые он считает наиболее важными для включения в здоровый ежедневный рацион питания.		
Russian_ru	yes		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Все доходы от его книг, DVD и выступлений направляются на благотворительность.		
Russian_ru	yes		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org — это некоммерческий, научно-обоснованный бесплатный сервис, предоставляемый доктором Грегером, который в виде коротких видеороликов ежедневно бесплатно доставляет новости о новейших исследованиях в области питания. Имеется более двух тысяч видеороликов по всем аспектам здорового питания, и новые видеоролики и статьи загружаются каждый день.		
Russian_ru	yes	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Daily Dozen от доктора Грегера - это режим для поддержки Вашего здоровья в долгосрочной перспективе. Загрузите сегодня!		
Russian_ru	yes	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Все доходы от его книг, DVD и выступлений направляются на благотворительность.		
Russian_ru	yes	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org — это некоммерческий, научно-обоснованный бесплатный сервис, предоставляемый доктором Грегером, который в виде коротких видеороликов ежедневно бесплатно доставляет новости о новейших исследованиях в области питания. Имеется более двух тысяч видеороликов по всем аспектам здорового питания, и новые видеоролики и статьи загружаются каждый день. Как и это приложение, материалы сайта не содержат рекламы и являются бесплатными.		
Slovak_sk	no		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	Po rokoch výskumu potrebných na vytvorenie viac ako tisíc videí, založených na dôkazoch a uverejnených na webových stránkach NutritionFacts.org, dospel Michael Greger, MD, FACLM, k zoznamu toho, čo považuje za najdôležitejšie potraviny, ktoré treba zahrnúť do každodennej zdravej stravy.		
Slovak_sk	no		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Všetky výnosy z jeho kníh, DVD a prezentácií sú venované na charitatívne účely.		
Slovak_sk	no		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org je nekomerčná a nezisková verejná služba poskytovaná Dr. Gregerom. Je založená na vedeckých výskumoch a poskytuje bezplatné denné aktualizácie o najnovšom výskume výživy prostredníctvom krátkych videí. Obsahuje takmer tisíc videí venovaných každému aspektu zdravej výživy. Každý deň sú nahrávané nové videá a články.		
Slovak_sk	no	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Denná Dvanástka Dr. Gregera je práve tým, čo určuje vaše dlhodobé zdravie. Stiahnite si aplikáciu ešte dnes!		
Slovak_sk	no	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Všetok jeho výťažok z jeho kníh, DVD a rečníckych stretnutí je venovaný na charitu.		
Slovak_sk	no	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org je nekomerčná a nezisková verejná služba poskytovaná Dr. Gregerom. Je založená na vedeckých výskumoch a poskytuje bezplatné denné aktualizácie o najnovšom výskume výživy prostredníctvom krátkych videí. Obsahuje takmer tisíc videí venovaných každému aspektu zdravej výživy. Každý deň sú nahrávané nové videá a články.		
Spanish_es	yes		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	En sus años de investigación requeridos para crear los más de dos mil videos basados en evidencia disponibles en NutritionFacts.org, el médico Michael Greger ha creado una lista de lo que considera los alimentos más importantes que consumir a diario para tener buena salud.		
Spanish_es	yes		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Todas las ganancias de la venta de libros, DVD y ponencias se destina a la caridad.		
Spanish_es	yes		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org es un servicio público sin ánimo de lucro, no comercial y con base científica creado por el Dr. Greger, y proporciona novedades diarias de forma gratuita sobre lo último en nutrición en forma de videos cortos. Tiene más de dos mil videos sobre todo tipo de temas nutricionales, y se suben videos y artículos nuevos a diario.		
Spanish_es	yes	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	La Docena Diaria de Dr. Greger - Tu rutina habitual es la que determina tu salud a largo plazo. ¡Descárgala ya!		
Spanish_es	yes	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Todas las ganancias de la venta de libros, DVD y ponencias se destina a la caridad.		
Spanish_es	yes	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org es un servicio público sin ánimo de lucro, no comercial y con base científica creado por el Dr. Greger, y proporciona novedades diarias sobre lo último en nutrición en forma de videos cortos. Tiene más de dos mil videos sobre todo tipo de temas nutricionales, y se suben videos y artículos nuevos a diario. Igual que esta aplicación, toda la información de la página web es gratuita y no contiene anuncios.		
Ukranian_uk	no		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	За роки досліджень, що знадобилися аби створити більше ніж тисячу науково обгрунтованих відео роликів на своєму сайті NutritionFacts.org, Майкл Грегер, доктор медичних наук, член Американського Коледжу Медицини Способу Життя, створив список найважливіших на його думку продуктів харчування, що потрібно включати у щоденний раціон.		
Ukranian_uk	no		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Весь прибуток з продажу його книг, DVD та публічних виступів спрямовується на благодіність.		
Ukranian_uk	no		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org - це некомерційний, заснований на останніх наукових дослідженнях суспільний сервіс, наданий доктором Грегером, який ділиться щоденним обзором найновіших досліджень в області хаочування у вигляді коротких відео. У доктора Грегера є близько тисячі відео присвячених всім аспектам здорового харчування. Нові відео та статті публікуються кожного дня.		
Ukranian_uk	no	android_store_whatsnew_analytics	apple_store_whatsnew_analytics	Adds anonymous opt-in analytics to support product improvement.	Adds anonymous opt-in analytics to support product improvement.	What's New Item	
Ukranian_uk	no		apple_store_whatsnew_export	Adds support to export history data.	Adds support to export history data.	What's New Item	
Ukranian_uk	no	android_store_whatsnew_faq	apple_store_whatsnew_faq	Adds Frequently Asked Questions (FAQ)	Adds Frequently Asked Questions (FAQ)	What's New Item	
Ukranian_uk	no	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Дюжина доктора Грегера повинна бути включена у твій щоденний раціон, якщо твоя мета - здоров’я у довгостроковій перспективі. Завантажуй вже сьогодні!		
Ukranian_uk	no	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Усі доходи від книг, DVD-дисків і виступів передаються на благодійність.		
Ukranian_uk	no	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org — це некомерційна, неприбуткова організація, заснована доктором Грегером, що поширює науково обґрунтовані факти із широкою публікою. На веб-сайті організації щоденно з'являються безкоштовні відео з останніх досліджень у галузі харчування. У доступі вже є майже тисяча відео про всі аспекти здорового харчування, а нові відео та статті завантажуються щодня. Як і в цьому застосунку, все на веб-сайті не містить реклами та є безкоштовним.		
Greek_el	no		apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	In the years of research required to create the more than a thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.		
Greek_el	no		apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	All his proceeds from his books, DVDs, and speaking engagements are all donated to charity.		
Greek_el	no		apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.		
Greek_el	no	store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Dr. Greger’s Daily Dozen It’s your regular routine that determines your long-term health. Download today!		
Greek_el	no	android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	All his proceeds from his books, DVDs, and speaking engagements is all donated to charity.		
Greek_el	no	android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org is a non-commercial, nonprofit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.		
